VIN (Vehicle Identification Number)(1-10),County,City,State,Postal Code,Model Year,Manufacturer,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ1CP0J,Snohomish,Lake Stevens,WA,98258,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,44,310622623,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604
5YJ3E1EB6J,Yakima,Zillah,WA,98953,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,15,289776644,POINT (-120.26226 46.40199),PACIFICORP,53077002201
JTJCJMGA3R,Snohomish,Bothell,WA,98012,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,44,263123598,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
ZACPDFDW0R,Kitsap,Suquamish,WA,98392,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,23,272263603,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
7SAYGDEE1P,Yakima,Toppenish,WA,98948,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,291014727,POINT (-120.31298 46.37508),PACIFICORP,53077940005
JN1AZ0CP5C,Yakima,Selah,WA,98942,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15,136440951,POINT (-120.53145 46.65405),PACIFICORP,53077003200
KNDCC3LD6K,Kitsap,Suquamish,WA,98392,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,23,9575541,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
7SAYGDEE5R,Thurston,Yelm,WA,98597,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,262997031,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
5YJ3E1EA6K,Snohomish,Lynnwood,WA,98037,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,21,297599179,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928
5YJYGDEE5L,Kitsap,Port Orchard,WA,98366,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,26,109252692,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092600
5YJ3E1EB1J,Kitsap,Bremerton,WA,98311,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23,342987641,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701
1FMCU0E15S,Thurston,Olympia,WA,98513,2025,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,2,292132025,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012332
1N4AZ0CP7D,Snohomish,Everett,WA,98208,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,38,250249611,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041805
5YJSA1CG9D,Thurston,Rainier,WA,98576,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,20,234493493,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012531
7PDSGABA4P,Snohomish,Edmonds,WA,98020,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,32,257303077,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050700
KNDCR3L13P,Thurston,Yelm,WA,98597,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,20,291845473,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
5YJ3E1EB1L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,21,109481900,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
KNDCS3LF7P,Snohomish,Monroe,WA,98272,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,39,244069976,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
JTMABACA1S,Yakima,Yakima,WA,98902,2025,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,278728481,POINT (-120.52041 46.59751),PACIFICORP,53077000800
1N4BZ1CP1K,Kitsap,Port Orchard,WA,98367,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35,441889738,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092901
3C3CFFGE4E,Yakima,Yakima,WA,98902,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,14,1593721,POINT (-120.52041 46.59751),PACIFICORP,53077000700
1G1RB6S5XH,Skagit,Sedro-Woolley,WA,98284,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,39,212279511,POINT (-122.23857 48.50879),PUGET SOUND ENERGY INC,53057951000
1G1FY6S01L,Chelan,Wenatchee,WA,98801,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,12,144926463,POINT (-120.30521 47.41493),PUD NO 1 OF CHELAN COUNTY,53007961001
5YJ3E1EB0J,Snohomish,Snohomish,WA,98290,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,44,474327171,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052401
1N4AZ0CPXF,King,Kenmore,WA,98028,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,46,2582716,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
1G1FZ6S05K,Thurston,Olympia,WA,98502,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,2179768,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1C4RJXP65R,Pend Oreille,Newport,WA,99156,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,7,280428592,POINT (-117.04398 48.18285),PUD NO 1 OF PEND OREILLE COUNTY,53051970500
WA1LAAGEXK,Snohomish,Lynnwood,WA,98037,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,32,276026201,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051702
5YJ3E1EBXL,King,Sammamish,WA,98074,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,45,9059690,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318
1G1FY6S04L,Yakima,Yakima,WA,98901,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,14,268051920,POINT (-120.50729 46.60464),PACIFICORP,53077000200
KNDC3DLC8P,Snohomish,Mukilteo,WA,98275,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,261441239,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042006
1N4BZ1BV7N,Walla Walla,Walla Walla,WA,99362,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,16,197380760,POINT (-118.34261 46.07068),PACIFICORP,53071920801
WA1E2AFY2R,Snohomish,Mill Creek,WA,98012,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,44,274991286,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052005
WBY1Z6C37H,Thurston,Olympia,WA,98501,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,22,148545764,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010300
JTJBCACB7T,Snohomish,Lynnwood,WA,98037,2026,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,290314146,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
1N4BZ1CP4K,King,Seattle,WA,98117,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,36,104436804,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
1N4AZ1CP5J,Thurston,Olympia,WA,98506,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,22,337207307,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJ3E1EA3L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,21,131375107,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
WBY1Z6C3XH,Kitsap,Bremerton,WA,98312,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,35,322934755,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700
WBY7Z4C56J,King,Duvall,WA,98019,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,5,284569659,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401
1C4JJXP64M,Kitsap,Kingston,WA,98346,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,23,169413002,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035940000
1N4AZ0CP3D,Kitsap,Poulsbo,WA,98370,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,23,130550290,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
YV4BR0CK1M,Chelan,Leavenworth,WA,98826,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,12,256175475,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
JN1AZ0CP3B,Kitsap,Poulsbo,WA,98370,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,23,173695035,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
5YJ3E1EC0N,Yakima,Moxee,WA,98936,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,203106606,POINT (-120.39197 46.55621),PACIFICORP,53077001702
3C3CFFGEXJ,King,Seattle,WA,98146,2018,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,34,268756701,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
WBY83FB01R,Snohomish,Marysville,WA,98271,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,38,269185703,POINT (-122.17138 48.10433),PUGET SOUND ENERGY INC,53061940002
KNDCD3LD7N,Yakima,Yakima,WA,98901,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,14,193988763,POINT (-120.50729 46.60464),PACIFICORP,53077001503
5YJ3E1EA7L,King,Redmond,WA,98052,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,48,275080424,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
WMEFJ9BA6H,Kitsap,Bremerton,WA,98310,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23,151101114,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080400
WA1LAAGE9K,King,Sammamish,WA,98074,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,45,249940771,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
KNDRMDLH7P,Kitsap,Poulsbo,WA,98370,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,23,270676192,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
JTJCJMGA5S,Island,Coupeville,WA,98239,2025,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,10,275942544,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
1G1RC6S59G,Thurston,Centralia,WA,98531,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20,238507608,POINT (-122.95266 46.72895),PUGET SOUND ENERGY INC,53067012710
5YJXCDE20J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,152526027,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
5YJ3E1EA1J,Snohomish,Lynnwood,WA,98037,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,21,338260324,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
5YJYGDEE2L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,1,110653420,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
5XYAFFS58T,Kitsap,Poulsbo,WA,98370,2026,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,285001307,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
JN1CF0BB5R,Yakima,Toppenish,WA,98948,2024,NISSAN,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,278561013,POINT (-120.31298 46.37508),PACIFICORP,53077940006
JM3KKBHA4R,Island,Freeland,WA,98249,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,10,267883458,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971800
YV4H60PF6T,Thurston,Olympia,WA,98502,2026,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,22,291647919,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
KM8HE3A61S,Snohomish,Everett,WA,98208,2025,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,274298055,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061052119
1G1FW6S03J,Snohomish,Bothell,WA,98021,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,1,187858821,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
3C3CFFGE8F,Thurston,Yelm,WA,98597,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,20,160344117,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
WAUTPBFF2H,King,Seattle,WA,98112,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,43,110194171,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
2C4RC1N73P,Snohomish,Bothell,WA,98012,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,21,252076100,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051927
1N4AZ0CP8E,King,Seattle,WA,98107,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,36,141293393,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
1C4RJYD64P,Kitsap,Kingston,WA,98346,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,23,235853348,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNAGV4LD5J,Thurston,Lacey,WA,98503,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,22,165098895,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
WBY1Z2C52F,Thurston,Olympia,WA,98501,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,22,291521562,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
1N4AZ0CP4F,King,Vashon,WA,98070,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,34,189216275,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702
1G1FX6S05H,Kitsap,Bremerton,WA,98312,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,26,137164051,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081000
5YJSA1E22J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,44,262820512,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041609
1C4JJXR61M,Yakima,Yakima,WA,98901,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,15,229496186,POINT (-120.50729 46.60464),PACIFICORP,53077000200
7SAYGDEF9N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,280558057,POINT (-120.60199 46.59817),PACIFICORP,53077000401
WBY8P2C5XK,King,Bellevue,WA,98008,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,48,474889845,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
5YJSA1E2XL,Walla Walla,Walla Walla,WA,99362,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,16,127229105,POINT (-118.34261 46.07068),PACIFICORP,53071920901
KNDPZDDH6S,Snohomish,Arlington,WA,98223,2025,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,38,285035005,POINT (-122.1264 48.19471),PUGET SOUND ENERGY INC,53061053102
1N4AZ0CP0D,Walla Walla,Walla Walla,WA,99362,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,16,238926481,POINT (-118.34261 46.07068),PACIFICORP,53071920902
1G1RF6E45D,Snohomish,Everett,WA,98201,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,38,133393746,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040200
5UXTA6C02P,King,Seattle,WA,98116,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,34,228621263,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
5YJSA1E23G,Kitsap,Port Orchard,WA,98367,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,26,259712799,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092101
1N4AZ1CP3J,Snohomish,Bothell,WA,98012,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,1,301723201,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052009
5YJ3E1EC4L,Snohomish,Lynnwood,WA,98036,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,32,112994353,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402
1G1FZ6S04K,Island,Langley,WA,98260,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,10,151504111,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1G1FZ6S05L,Kitsap,Kingston,WA,98346,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,23,141725258,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
KNDCR3L12S,Kitsap,Kingston,WA,98346,2025,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,278758805,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
3FA6P0PU0G,Yakima,White Swan,WA,98952,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14,348077271,POINT (-120.73063 46.38287),PACIFICORP,53077940003
5UX43EU08S,Snohomish,Everett,WA,98201,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,38,288658415,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
3GNKDHRK7R,Yakima,Yakima,WA,98902,2024,CHEVROLET,BLAZER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,267255026,POINT (-120.52041 46.59751),PACIFICORP,53077000500
5YJ3E1EB3N,Thurston,Olympia,WA,98501,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,269312466,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
5UX43EU05S,King,Renton,WA,98057,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,11,275243944,POINT (-122.20489 47.47532),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
1G1FX6S09J,Thurston,Olympia,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,111560599,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700
KNDCE3LG6L,Thurston,Olympia,WA,98501,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,35,116833391,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011721
5YJ3E1EB4J,Island,Langley,WA,98260,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,10,141927768,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029972000
1N4AZ0CPXF,Snohomish,Edmonds,WA,98026,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,21,6817744,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300
1N4AZ0CP8F,Island,Clinton,WA,98236,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,10,233366031,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972000
1V2DNPE87P,Island,Langley,WA,98260,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,10,265742886,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900
5YJYGDEE7L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,1,124747339,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EA3J,Kitsap,Bainbridge Island,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23,219697278,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EB8L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,23,286709664,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002
